"Planet","Grid","CurrentSector","WookieepediaTitle","WookieepediaSector","MatchType","SourceUrl"
"Ruusan","P11","Teraab","Ruusan","Teraab sector","Exact title","https://starwars.fandom.com/wiki/Ruusan"
"Ryloon","J5","Velcar","Ryloon","Velcar sector","Exact title","https://starwars.fandom.com/wiki/Ryloon"
"Ryloth","R17","Gaulus","Ryloth","Gaulus sector","Exact title","https://starwars.fandom.com/wiki/Ryloth"
"Ryndellia","O17","Ryndellian","Ryndellia","Ryndellian sector","Exact title","https://starwars.fandom.com/wiki/Ryndellia"
"Rynmar","O9","Hapes Cluster","Rynmar","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Rynmar"
"Ryoone","I17","Wazta","Ryoone/Legends","Wazta sector","Exact title","https://starwars.fandom.com/wiki/Ryoone%2FLegends"
"Ryvellia","O14","Treffani","Ryvellia","Treffani sector","Exact title","https://starwars.fandom.com/wiki/Ryvellia"
"Saclas","S4","Corporate Sector","Saclas","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Saclas"
"Sacorria","M11","Corellian sector","Sacorria","Corellian sector","Exact title","https://starwars.fandom.com/wiki/Sacorria"
"Saffalore","S4","Corporate Sector","Saffalore","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Saffalore"
"Sagar","N13","Chardaan Sector","Sagar system","Wentrion Gaps","System or continuity variant","https://starwars.fandom.com/wiki/Sagar_system"
"Saijo","K20","Saijo","Saijo/Legends","Saijo sector","Exact title","https://starwars.fandom.com/wiki/Saijo%2FLegends"
"Saila Na","K18","Anoat","Saila Na system","Javin sector","System or continuity variant","https://starwars.fandom.com/wiki/Saila_Na_system"
"Sakidopa","S11","Hutt Space","Sakidopa","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Sakidopa"
"Sakiduba","S11","Hutt Space","Sakiduba","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Sakiduba"
"Saleucami","S8","Suolriep","Saleucami","Suolriep sector","Exact title","https://starwars.fandom.com/wiki/Saleucami"
"Salient","S3","Aparo sector","Salient system","Aparo sector","Search result","https://starwars.fandom.com/wiki/Salient_system"
"Salin","N5","Sprizen","Salin","Sprizen sector","Exact title","https://starwars.fandom.com/wiki/Salin"
"Salvara","Q8","Tennuutta sector","Salvara system","Tennuutta sector","Search result","https://starwars.fandom.com/wiki/Salvara_system"
"Sanbra","O17","Sanbra","Sanbra","Sanbra sector","Exact title","https://starwars.fandom.com/wiki/Sanbra"
"Sanctuary","U7","Calamari","Sanctuary/Legends","Calamari sector","Exact title","https://starwars.fandom.com/wiki/Sanctuary%2FLegends"
"Sanrafsix","N17","Grumani","Sanrafsix/Legends","Grumani sector","Exact title","https://starwars.fandom.com/wiki/Sanrafsix%2FLegends"
"Sanyassa","H16","Moddell","Sanyassa","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Sanyassa"
"Sanza","P14","Sloo","Sanza","Sloo sector","Exact title","https://starwars.fandom.com/wiki/Sanza"
"Sargon","O9","Hapes Cluster","Sargon system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Sargon_system"
"Sarka","Q8","Sarka","Sarka","Sarka sector","Exact title","https://starwars.fandom.com/wiki/Sarka"
"Sarko","O12","Venzeiia","Sarko system","Venzeiia sector","System or continuity variant","https://starwars.fandom.com/wiki/Sarko_system"
"Sarrish","K16","Vensensor","Sarrish","Vensensor sector","Exact title","https://starwars.fandom.com/wiki/Sarrish"
"Sarvchi","F9","Chiss Ascendancy","Sarvchi","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Sarvchi"
"Savareen","Q16","Savareen","Savareen","Savareen sector","Exact title","https://starwars.fandom.com/wiki/Savareen"
"Scarif","S15","Abrion","Scarif","Abrion sector","Exact title","https://starwars.fandom.com/wiki/Scarif"
"Schesa","F8","Chiss Ascendancy","Schesa","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Schesa"
"Scillal","T8","Centrality","Scillal system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Scillal_system"
"Scipio","K5","Albarrio sector","Scipio","Albarrio sector","Exact title","https://starwars.fandom.com/wiki/Scipio"
"Sedesia","O16","Druess","Sedesia","Druess sector","Exact title","https://starwars.fandom.com/wiki/Sedesia"
"Seelos","Q4","Kwymar","Seelos","Kwymar sector","Exact title","https://starwars.fandom.com/wiki/Seelos"
"Selab","O9","Hapes Cluster","Selab","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Selab"
"Selenius","L17","D'Aelgoth","Selenius system","D'Aelgoth sector","System or continuity variant","https://starwars.fandom.com/wiki/Selenius_system"
"Seline","M3","Dalonbian","Seline","Dalonbian sector","Exact title","https://starwars.fandom.com/wiki/Seline"
"Selitan","P6","Gordian Reach","Selitan","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Selitan"
"Selsor","O14","Zarracina","Selsor","Zarracina sector","Exact title","https://starwars.fandom.com/wiki/Selsor"
"Seltos","N16","Vish","Seltos","Mulgard sector","Exact title","https://starwars.fandom.com/wiki/Seltos"
"Sembla","S5","Sertar","Sembla","Sertar sector","Exact title","https://starwars.fandom.com/wiki/Sembla"
"Senex","L17","Senex","Senex/Legends","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Senex%2FLegends"
"Sennex","O9","Hapes Cluster","Sennex system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Sennex_system"
"Sepan","P13","Sepan","Sepan system","Sepan sector","System or continuity variant","https://starwars.fandom.com/wiki/Sepan_system"
"Serat","L18","Senex","Serat","Senex sector","Exact title","https://starwars.fandom.com/wiki/Serat"
"Serenno","P5","D'Astan","Serenno","D'Astan sector","Exact title","https://starwars.fandom.com/wiki/Serenno"
"Sermeria","O8","Locris","Sermeria","Locris sector","Exact title","https://starwars.fandom.com/wiki/Sermeria"
"Sernpidal","L3","Dalonbian","Sernpidal","Dalonbian sector","Exact title","https://starwars.fandom.com/wiki/Sernpidal"
"Serroco","N7","Ploo","Serroco","Ploo sector","Exact title","https://starwars.fandom.com/wiki/Serroco"
"Sestria","M13","Testarr sector","Sestria","Testarr sector","Exact title","https://starwars.fandom.com/wiki/Sestria"
"Sev Tok","Q11","Kurost","Sev Tok","Kurost sector","Exact title","https://starwars.fandom.com/wiki/Sev_Tok"
"Sevarcos","N19","Tamarin","Sevarcos","Tamarin sector","Exact title","https://starwars.fandom.com/wiki/Sevarcos"
"Shadda-Bi Boran","O18","Toblain","Shadda-Bi-Boran","Toblain sector","Exact title","https://starwars.fandom.com/wiki/Shadda-Bi-Boran"
"Shador","Q13","Maerdocia","Shador","Maerdocian sector","Exact title","https://starwars.fandom.com/wiki/Shador"
"Sharb","F8","Chiss Ascendancy","Sharb","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Sharb"
"Sharlissia","N18","Bon'nyuw-Luq","Sharlissia system","Bon'nyuw-Luq sector","System or continuity variant","https://starwars.fandom.com/wiki/Sharlissia_system"
"Shaum Hii","N5","Tragan Cluster","Shaum Hii/Legends","Tragan Cluster","Exact title","https://starwars.fandom.com/wiki/Shaum_Hii%2FLegends"
"Shaylin","T6","Pakuuni","Shaylin system","Pakuuni sector","System or continuity variant","https://starwars.fandom.com/wiki/Shaylin_system"
"Shedu Maad","O9","Hapes Cluster","Shedu Maad","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Shedu_Maad"
"Shelkonwa","M9","Shelsha sector","Shelkonwa","Shelsha sector","Exact title","https://starwars.fandom.com/wiki/Shelkonwa"
"Shiffrin","T15","Tammuz","Shiffrin","Tammuz sector","Exact title","https://starwars.fandom.com/wiki/Shiffrin"
"Shihon","E8","Chiss Ascendancy","Shihon","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Shihon"
"Shili","L8","Ehosiq","Shili","Ehosiq sector","Exact title","https://starwars.fandom.com/wiki/Shili"
"Shimia","R17","Dalchon","Shimia","Dalchon sector","Exact title","https://starwars.fandom.com/wiki/Shimia"
"Shinbone","T17","Instrop","Shinbone","Instrop sector","Exact title","https://starwars.fandom.com/wiki/Shinbone"
"Shola","U14","Tammuz","Shola/Legends","Tammuz sector","Exact title","https://starwars.fandom.com/wiki/Shola%2FLegends"
"Shoon","L18","Senex","Shoon","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Shoon"
"Shuldene","J18","Yarith","Shuldene/Legends","Greater Javin","Exact title","https://starwars.fandom.com/wiki/Shuldene%2FLegends"
"Shumavar","L19","Atravis","Shumavar","Atravis sector","Exact title","https://starwars.fandom.com/wiki/Shumavar"
"Shusugaunt","L4","Raioballo","Shusugaunt","Raioballo sector","Exact title","https://starwars.fandom.com/wiki/Shusugaunt"
"Shuxl","K18","Yarith","Shuxl system","Javin sector","System or continuity variant","https://starwars.fandom.com/wiki/Shuxl_system"
"Sika","O15","Brevost","Sika","Brevost sector","Exact title","https://starwars.fandom.com/wiki/Sika"
"Sikurd","Q4","I-Sector","Sikurd","Tynquay sector","Exact title","https://starwars.fandom.com/wiki/Sikurd"
"Sil'Lume","K19","Kriz","Sil'Lume","Seitia sector","Exact title","https://starwars.fandom.com/wiki/Sil'Lume"
"Simoom","L18","Senex","Simoom system","Senex sector","System or continuity variant","https://starwars.fandom.com/wiki/Simoom_system"
"Simpla","P5","Kalamith sector","Simpla system","Kalamith sector","Search result","https://starwars.fandom.com/wiki/Simpla_system"
"Sinsang","L4","Raioballo","Sinsang","Raioballo sector","Exact title","https://starwars.fandom.com/wiki/Sinsang"
"Sinton","I7","Rago","Sinton","Rago sector","Exact title","https://starwars.fandom.com/wiki/Sinton"
"Sirpar","R17","Arkanis","Sirpar","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Sirpar"
"Siskeen","R17","Hunnovers","Siskeen/Legends","Hunnoverrs sector","Exact title","https://starwars.fandom.com/wiki/Siskeen%2FLegends"
"Sivoria","O9","Hapes Cluster","Sivoria","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Sivoria"
"Skartis","L17","Senex","Skärtis","Senex sector","Exact title","https://starwars.fandom.com/wiki/Sk%C3%A4rtis"
"Skeebo","U8","Shadola","Skeebo","Shadola sector","Exact title","https://starwars.fandom.com/wiki/Skeebo"
"Skor","M20","Airam","Skor system","Airam sector","System or continuity variant","https://starwars.fandom.com/wiki/Skor_system"
"Skorrupon","N7","Trans'Vulta","Skorrupon","Trans-Vulta sector","Exact title","https://starwars.fandom.com/wiki/Skorrupon"
"Skustell Cluster","N19","Tarabba","Skustell Cluster","Tarabba sector","Exact title","https://starwars.fandom.com/wiki/Skustell_Cluster"
"Skye","H19","Varada","Skye","Varada sector","Exact title","https://starwars.fandom.com/wiki/Skye"
"Skynara","P19","Skine","Skynara","Skine sector","Exact title","https://starwars.fandom.com/wiki/Skynara"
"Sluis Van","M19","Sluis","Sluis Van","Sluis sector","Exact title","https://starwars.fandom.com/wiki/Sluis_Van"
"Smuggler's Run","S18","Gaulus","Smuggler's Run","Gaulus sector","Exact title","https://starwars.fandom.com/wiki/Smuggler's_Run"
"Sneeve","Q10","Kastolar","Sneeve","Kastolar sector","Exact title","https://starwars.fandom.com/wiki/Sneeve"
"Socorro","Q17","Kiblini","Socorro","Kibilini sector","Exact title","https://starwars.fandom.com/wiki/Socorro"
"Solibus","K15","Chitarghar","Solibus system","Chitarghar sector","System or continuity variant","https://starwars.fandom.com/wiki/Solibus_system"
"Somov Rit","R15","Onatos","Somov Rit","Onatos sector","Exact title","https://starwars.fandom.com/wiki/Somov_Rit"
"Sorjus","R7","Meridian","Sorjus","Meridian sector","Exact title","https://starwars.fandom.com/wiki/Sorjus"
"Sorrus","O5","Kalamith","Sorrus","Kalamith sector","Exact title","https://starwars.fandom.com/wiki/Sorrus"
"Soun","J8","Freestanding Subsectors","Soun system/Legends","Freestanding subsectors","System or continuity variant","https://starwars.fandom.com/wiki/Soun_system%2FLegends"
"Spefik","L5","Atrivis","Spefik","Atrivis sector","Exact title","https://starwars.fandom.com/wiki/Spefik"
"Spice Terminus","P18","Parmic","Spice Terminus","Parmic sector","Exact title","https://starwars.fandom.com/wiki/Spice_Terminus"
"Spintir","Q6","Gordian Reach","Spintir","Spadja sector","Exact title","https://starwars.fandom.com/wiki/Spintir"
"Spira","L10","Lytton sector","Spira","Lytton sector","Exact title","https://starwars.fandom.com/wiki/Spira"
"Spirador","Q14","Tandon","Spirador","Tandon sector","Exact title","https://starwars.fandom.com/wiki/Spirador"
"Sposia","F8","Chiss Ascendancy","Sposia","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Sposia"
"Sriluur","S8","Periphery","Sriluur","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Sriluur"
"Stalsinek","O9","Hapes Cluster","Stalsinek system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Stalsinek_system"
"StarForge Nebula","M17","Ado","StarForge Nebula","Ado sector","Exact title","https://starwars.fandom.com/wiki/StarForge_Nebula"
"Starswarm Cluster","L10","Koros sector","Starswarm Cluster","Koros sector","Exact title","https://starwars.fandom.com/wiki/Starswarm_Cluster"
"Station 88","J7","Vorc","Station 88 system","Vorc sector","System or continuity variant","https://starwars.fandom.com/wiki/Station_88_system"
"Stend","P17","Juris","Stend system","Juris sector","System or continuity variant","https://starwars.fandom.com/wiki/Stend_system"
"Stenos","R5","Spadja","Stenos/Legends","Spadja sector","Exact title","https://starwars.fandom.com/wiki/Stenos%2FLegends"
"Stobar","M15","Boeus","Stobar","Boeus sector","Exact title","https://starwars.fandom.com/wiki/Stobar"
"Stygeon Prime","Q7","Nuiri sector","Stygeon Prime","Nuiri sector","Search result","https://starwars.fandom.com/wiki/Stygeon_Prime"
"Suarbi","O19","Quence","Suarbi","Quence sector","Exact title","https://starwars.fandom.com/wiki/Suarbi"
"Subterrel","L20","Subterrel","Subterrel","Subterrel sector","Exact title","https://starwars.fandom.com/wiki/Subterrel"
"Suliana","L18","Senex","Suliana","Senex sector","Exact title","https://starwars.fandom.com/wiki/Suliana"
"Sullust","M17","Brema","Sullust","Sullust sector","Exact title","https://starwars.fandom.com/wiki/Sullust"
"Sump","I18","Koradin","Sump","Koradin sector","Exact title","https://starwars.fandom.com/wiki/Sump"
"Surcaris","O7","Trans'Vulta","Surcaris","Trans-Vulta sector","Exact title","https://starwars.fandom.com/wiki/Surcaris"
"Surron","O13","Surron","Surron","Surron sector","Exact title","https://starwars.fandom.com/wiki/Surron"
"Svivren","O19","Svivreni","Svivren","Svivreni sector","Exact title","https://starwars.fandom.com/wiki/Svivren"
"Svolten","R4","Sith Worlds","Svolten system","Esstran sector","System or continuity variant","https://starwars.fandom.com/wiki/Svolten_system"
"Swellen","L20","Airam","Swellen","Airam sector","Exact title","https://starwars.fandom.com/wiki/Swellen"
"Sy Myrth","S7","Jospro","Sy Myrth","Jospro sector","Exact title","https://starwars.fandom.com/wiki/Sy_Myrth"
"Symbia","K10","Alland Sector","Symbia system","Koros sector","System or continuity variant","https://starwars.fandom.com/wiki/Symbia_system"
"Syned","N17","Garis","Syned","Grumani sector","Exact title","https://starwars.fandom.com/wiki/Syned"
"Syngia","R5","Sertar","Syngia","Sertar sector","Exact title","https://starwars.fandom.com/wiki/Syngia"
"Syvris","T13","Al-Nasrl","Syvris","Al'Nasrl sector","Exact title","https://starwars.fandom.com/wiki/Syvris"
"T'surr","P12","Nuon e Safyd","T'surr","Nuon e Safyd sector","Exact title","https://starwars.fandom.com/wiki/T'surr"
"Taboon","O10","Airon","Taboon","Airon sector","Exact title","https://starwars.fandom.com/wiki/Taboon"
"Takodana","J16","Tashtor sector","Takodana","Tashtor sector","Exact title","https://starwars.fandom.com/wiki/Takodana"
"Talasea","N11","Morobe sector","Talasea","Morobe sector","Exact title","https://starwars.fandom.com/wiki/Talasea"
"Talay","Q16","Dufilvian","Talay","Dufilvian sector","Exact title","https://starwars.fandom.com/wiki/Talay"
"Talcene","Q8","Talcene","Talcene","Talcene sector","Exact title","https://starwars.fandom.com/wiki/Talcene"
"Talcharaim","O9","Hapes Cluster","Talcharaim system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Talcharaim_system"
"Talhovi","K18","Juvex","Talhovi","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Talhovi"
"Taloraan","I15","Freestanding Subsectors","Taloraan/Legends","Freestanding subsectors","Exact title","https://starwars.fandom.com/wiki/Taloraan%2FLegends"
"Tammar","T8","Tharin","Tammar","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Tammar"
"Tammuz-an","T14","Tammuz","Tammuz-an","Tammuz sector","Exact title","https://starwars.fandom.com/wiki/Tammuz-an"
"Tandankin","R6","Spadja","Tandankin","Spadja sector","Exact title","https://starwars.fandom.com/wiki/Tandankin"
"Tandun","P5","Kalamith","Tandun system","Kalamith sector","System or continuity variant","https://starwars.fandom.com/wiki/Tandun_system"
"Tangrene","O4","Morshdine","Tangrene","Morshdine sector","Exact title","https://starwars.fandom.com/wiki/Tangrene"
"Tantive","Q4","Kwymar","Tantive system","Kwymar sector","System or continuity variant","https://starwars.fandom.com/wiki/Tantive_system"
"Tarabba","M19","Tarabba","Tarabba system","Tarabba sector","System or continuity variant","https://starwars.fandom.com/wiki/Tarabba_system"
"Taral V","U7","Calamari","Taral V","Calamari sector","Exact title","https://starwars.fandom.com/wiki/Taral_V"
"Tarhassan","O11","Harron","Tarhassan","Harron sector","Exact title","https://starwars.fandom.com/wiki/Tarhassan"
"Taris","N7","Ojoster","Taris","Ojoster sector","Exact title","https://starwars.fandom.com/wiki/Taris"
"Tarmidia","O13","Kailion","Tarmidia system","Kailion sector","System or continuity variant","https://starwars.fandom.com/wiki/Tarmidia_system"
"Tarnoonga","R17","Arkanis","Tarnoonga","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Tarnoonga"
"Taroon","N20","Rseik","Taroon","Rseik sector","Exact title","https://starwars.fandom.com/wiki/Taroon"
"Tarsa","L17","D'Aelgoth","Tarsa","D'Aelgoth sector","Exact title","https://starwars.fandom.com/wiki/Tarsa"
"Tarsunt","R14","Bothan Space","Tarsunt system","Bothan Space","System or continuity variant","https://starwars.fandom.com/wiki/Tarsunt_system"
"Tashtor Seneca","J16","Tashtor","Tashtor Seneca system","Tashtor sector","System or continuity variant","https://starwars.fandom.com/wiki/Tashtor_Seneca_system"
"Taskeed","S7","Tharin","Taskeed/Legends","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Taskeed%2FLegends"
"Taspir III","J4","Dynali sector","Taspir III","Dynali sector","Search result","https://starwars.fandom.com/wiki/Taspir_III"
"Tatooine","R16","Arkanis","Tatooine","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Tatooine"
"Tauber","L14","Jaso","Tauber","Jaso sector","Exact title","https://starwars.fandom.com/wiki/Tauber"
"Taul","J18","Kriz","Taul","Kriz sector","Exact title","https://starwars.fandom.com/wiki/Taul"
"Teardrop","M9","Shelsha Sector","Teardrop","Shelsha sector","Exact title","https://starwars.fandom.com/wiki/Teardrop"
"Tekurr'k","L18","Senex","Tekurr'k","Senex sector","Exact title","https://starwars.fandom.com/wiki/Tekurr'k"
"Telaris","T6","Pakuuni","Telaris system","Pakuuni sector","System or continuity variant","https://starwars.fandom.com/wiki/Telaris_system"
"Telerath","N7","Nouane","Telerath","Nouane sector","Exact title","https://starwars.fandom.com/wiki/Telerath"
"Telkur Station","O9","Hapes Cluster","Telkur Station","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Telkur_Station"
"Telos","Q4","Kwymar","Telos","Kwymar sector","Exact title","https://starwars.fandom.com/wiki/Telos"
"Tenara","Q6","Gordian Reach","Tenara","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Tenara"
"Tepasi","L9","Tagge Space","Tepasi","Tagge Space","Exact title","https://starwars.fandom.com/wiki/Tepasi"
"Terephon","O9","Hapes Cluster","Terephon","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Terephon"
"Terman","S8","Hutt Space","Terman system","Tharin sector (Periphery)","System or continuity variant","https://starwars.fandom.com/wiki/Terman_system"
"Terminus","K20","Kallea","Terminus","Kallea sector","Exact title","https://starwars.fandom.com/wiki/Terminus"
"Terr'Skiar","P10","Terr'skiar","Terr'skiar","Kashyyyk Region","Exact title","https://starwars.fandom.com/wiki/Terr'skiar"
"Terrijo","O12","Venzeiia","Terrijo system","Venzeiia sector","System or continuity variant","https://starwars.fandom.com/wiki/Terrijo_system"
"Tertiary Feswe","P6","Gordian Reach","Tertiary Feswe system","Gordian Reach","System or continuity variant","https://starwars.fandom.com/wiki/Tertiary_Feswe_system"
"Tertiary Kesmere","L4","Raioballo","Tertiary Kesmere","Raioballo sector","Exact title","https://starwars.fandom.com/wiki/Tertiary_Kesmere"
"Teth","U12","Baxel","Teth","Baxel sector","Exact title","https://starwars.fandom.com/wiki/Teth"
"Teya IV","M7","Lostar","Teya IV","Lostar sector","Exact title","https://starwars.fandom.com/wiki/Teya_IV"
"Thaere","O14","Thaere","Thaere system","Thaere sector","System or continuity variant","https://starwars.fandom.com/wiki/Thaere_system"
"Thakwaa","I19","Tunka","Thakwaa","Tunka sector","Exact title","https://starwars.fandom.com/wiki/Thakwaa"
"Thalassia","P4","Meram","Thalassia/Legends","Meram sector","Exact title","https://starwars.fandom.com/wiki/Thalassia%2FLegends"
"Thanium","R6","Thanium","Thanium","Thanium sector","Exact title","https://starwars.fandom.com/wiki/Thanium"
"Thape","Q15","Xan","Thape","Lambda sector","Exact title","https://starwars.fandom.com/wiki/Thape"
"The Cometwash","Q6","Gordian Reach","The Cometwash","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/The_Cometwash"
"The Maw","T10","Kessel","The Maw","Kessel sector","Exact title","https://starwars.fandom.com/wiki/The_Maw"
"The Redoubt","H7","The Redoubt Sector","The Redoubt/Legends","Chiss Space","Exact title","https://starwars.fandom.com/wiki/The_Redoubt%2FLegends"
"The Ring","K18","Anoat","The Ring","Javin sector","Exact title","https://starwars.fandom.com/wiki/The_Ring"
"The Wheel","R7","Maldrood","The Wheel","Maldrood sector","Exact title","https://starwars.fandom.com/wiki/The_Wheel"
"Thearterra","E8","Chiss Ascendancy","Thearterra","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Thearterra"
"Thermon","L17","Juvex","Thermon","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Thermon"
"Theselon","O9","Hapes Cluster","Theselon system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Theselon_system"
"Thesme","O5","Thesme","Thesme","Thesme sector","Exact title","https://starwars.fandom.com/wiki/Thesme"
"Thila","Q4","I-Sector","Thila","Illisurevimurasi sector","Exact title","https://starwars.fandom.com/wiki/Thila"
"Thisspias","O8","Farstey","Thisspias","Farstey sector","Exact title","https://starwars.fandom.com/wiki/Thisspias"
"Thokosia","Q13","Maerdocia","Thokosia system","Maerdocian sector","System or continuity variant","https://starwars.fandom.com/wiki/Thokosia_system"
"Tholatin","P10","Mytaranor","Tholatin","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Tholatin"
"ThonBoka","U8","Centrality","ThonBoka","Centrality","Exact title","https://starwars.fandom.com/wiki/ThonBoka"
"Thonner","H16","Moddell","Thonner/Legends","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Thonner%2FLegends"
"Thoran","R14","Manda","Thoran","Bothan sector","Exact title","https://starwars.fandom.com/wiki/Thoran"
"Thosa","R4","Tynquay","Thosa system","Wyl sector","System or continuity variant","https://starwars.fandom.com/wiki/Thosa_system"
"Thrakia","O9","Hapes Cluster","Thrakia","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Thrakia"
"Thrantin","J9","Ollonir Boundaries","Thrantin","Ollonir Boundaries","Exact title","https://starwars.fandom.com/wiki/Thrantin"
"Thule","Q5","Esstran","Thule","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Thule"
"Thull's Vault","K18","Juvex","Thull's Vault","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Thull's_Vault"
"Thustra","O7","Sumitra","Thustra","Sumitra sector","Exact title","https://starwars.fandom.com/wiki/Thustra"
"Thyferra","L14","Jaso","Thyferra","Jaso sector","Exact title","https://starwars.fandom.com/wiki/Thyferra"
"Tibrin","L18","Hadar","Tibrin","Hadar sector","Exact title","https://starwars.fandom.com/wiki/Tibrin"
"Tibro","N9","Baronos sector","Tibro","Baronos sector","Exact title","https://starwars.fandom.com/wiki/Tibro"
"Tierfon","O7","Dentari","Tierfon","Sumitra sector","Exact title","https://starwars.fandom.com/wiki/Tierfon"
"Timora","G16","Bakura","Timora","Bakura sector, Shiritoku Spur","Exact title","https://starwars.fandom.com/wiki/Timora"
"Tinallis","L18","Juvex","Tinallis","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Tinallis"
"Tinnel","M12","Quanta sector","Tinnel system","Quanta sector","System or continuity variant","https://starwars.fandom.com/wiki/Tinnel_system"
"Tinoon","K18","Anoat","Tinoon","Javin sector","Exact title","https://starwars.fandom.com/wiki/Tinoon"
"Tinta","O9","Hapes Cluster","Tinta system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Tinta_system"
"Tion","S5","Tion Hegemony","Tion","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion"
"Tirahnn","N8","Zeemacht Cluster","Tirahnn","Zeemacht Cluster","Exact title","https://starwars.fandom.com/wiki/Tirahnn"
"Tirsa","S4","Corporate Sector","Tirsa","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Tirsa"
"Tiss'sharl","R4","Xappyh","Tiss'sharl","Xappyh sector","Exact title","https://starwars.fandom.com/wiki/Tiss'sharl"
"Tlactehon","O13","Kailion","Tlactehon","77 Sectors","Exact title","https://starwars.fandom.com/wiki/Tlactehon"
"Togominda","K18","Yarith","Togominda/Legends","Javin sector prior to c. 400 BBY","Exact title","https://starwars.fandom.com/wiki/Togominda%2FLegends"
"Togoria","P9","Taldot","Togoria/Legends","Taldot sector","Exact title","https://starwars.fandom.com/wiki/Togoria%2FLegends"
"Tokmia","K18","Anoat","Tokmia","Javin sector","Exact title","https://starwars.fandom.com/wiki/Tokmia"
"Toola","S5","Nilgaard","Toola","Nilgaard sector","Exact title","https://starwars.fandom.com/wiki/Toola"
"Toong'l","T7","Jubilar","Toong'l/Legends","Jubilar sector","Exact title","https://starwars.fandom.com/wiki/Toong'l%2FLegends"
"Toprawa","P5","Kalamith","Toprawa","Kalamith sector","Exact title","https://starwars.fandom.com/wiki/Toprawa"
"Torn Station","P10","Terr'skiar","Torn Station","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Torn_Station"
"Torolis","Q13","Noolian","Torolis","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Torolis"
"Torque","P6","Gordian Reach","Torque","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Torque"
"Tosste","L19","Atravis","Tosste","Atravis sector","Exact title","https://starwars.fandom.com/wiki/Tosste"
"Tothis","S3","Corporate Sector","Tothis","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Tothis"
"Trammen","O11","Harron","Trammen","Harron sector","Exact title","https://starwars.fandom.com/wiki/Trammen"
"Trammis","U8","Centrality","Trammis system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Trammis_system"
"Trancret","Q7","Perkell","Trancret","Perkell sector","Exact title","https://starwars.fandom.com/wiki/Trancret"
"Trandosha","P9","Mytaranor","Trandosha","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Trandosha"
"Tranthellix","L18","Senex","Tranthellix","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Tranthellix"
"Trasse","Q8","Sarka","Trasse","Sarka sector","Exact title","https://starwars.fandom.com/wiki/Trasse"
