"Planet","Grid","CurrentSector","WookieepediaStubTitle","MatchType","SourceUrl"
"Ompersan","K5","Prefsbelt","Prefsbelt sector","Sector-normalized title","https://starwars.fandom.com/wiki/Prefsbelt_sector"
"Omwat","N18","Garis","Garis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Garis_sector"
"Onderon & Dxun","O9","Japrael","Japrael sector","Sector-normalized title","https://starwars.fandom.com/wiki/Japrael_sector"
"Ooo-temiuk","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Oovo","S8","Tharin","Tharin sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Tharin_sector%2FLegends"
"Opiteihr","M16","Var Hagen","Var Hagen sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Var_Hagen_sector%2FLegends"
"Orax","L20","Subterrel","Subterrel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Subterrel_sector"
"Ord Biniir","L5","Relgim","Relgim sector","Sector-normalized title","https://starwars.fandom.com/wiki/Relgim_sector"
"Ord Canfre","K5","Cassander","Cassander subsector","Sector-normalized title","https://starwars.fandom.com/wiki/Cassander_subsector"
"Ord Cantrell","K6","Fath","Fath sector","Sector-normalized title","https://starwars.fandom.com/wiki/Fath_sector"
"Ord Cestus","O6","D'Astan","D'Astan sector","Sector-normalized title","https://starwars.fandom.com/wiki/D'Astan_sector"
"Ord Grovner","O18","Khuiumin","Khuiumin sector","Sector-normalized title","https://starwars.fandom.com/wiki/Khuiumin_sector"
"Ord Ibanna","M17","Brema","Brema sector","Sector-normalized title","https://starwars.fandom.com/wiki/Brema_sector"
"Ord Mantell","L7","Bright Jewel","Bright Jewel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bright_Jewel_sector"
"Ord Pardron","R15","Dufilvian","Dufilvian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dufilvian_sector"
"Ord Radama","Q5","Esstran","Esstran sector","Sector-normalized title","https://starwars.fandom.com/wiki/Esstran_sector"
"Ord Sigatt","N6","Noonian","Noonian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Noonian_sector"
"Ord Thoden","J4","Dynali","Dynali sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dynali_sector"
"Ord Tiddell","Q7","Tennuutta","Tennuutta sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tennuutta_sector"
"Ord Trasi","L4","Relgim","Relgim sector","Sector-normalized title","https://starwars.fandom.com/wiki/Relgim_sector"
"Ord Varee","J7","Belshar","Belshar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Belshar_sector"
"Ord Vaug","L15","Rocantor","Rocantor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rocantor_sector"
"Ord Vaxal","N13","Callia","Callia sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Callia_sector%2FLegends"
"Ordo","O7","Mandalore","Mandalore sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mandalore_sector"
"Oricon","P3","Corva","Corva sector","Sector-normalized title","https://starwars.fandom.com/wiki/Corva_sector"
"Orleon","Q8","Talcene","Talcene sector","Sector-normalized title","https://starwars.fandom.com/wiki/Talcene_sector"
"Orto Plutonia","P19","Sujimis","Sujimis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sujimis_sector"
"Orvax","R17","Savareen","Savareen sector","Sector-normalized title","https://starwars.fandom.com/wiki/Savareen_sector"
"Oseon","T8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Osmani","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Ossel","L18","Bozhnee","Bozhnee sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bozhnee_sector"
"Ossiathora","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Ossus","R6","Auril","Auril sector","Sector-normalized title","https://starwars.fandom.com/wiki/Auril_sector"
"Ota","Q10","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Ovise","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Ozu","K18","Javin","Javin sector","Sector-normalized title","https://starwars.fandom.com/wiki/Javin_sector"
"Pakuuni","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Palanhi","K9","Fakir sector","Fakir sector","Exact title","https://starwars.fandom.com/wiki/Fakir_sector"
"Pallaxides","N7","Noonian","Noonian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Noonian_sector"
"Pammant","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Panatha","H16","Pacanth Reach","Pacanth Reach","Exact title","https://starwars.fandom.com/wiki/Pacanth_Reach"
"Pantolomin","K9","Dolomar sector","Dolomar sector","Exact title","https://starwars.fandom.com/wiki/Dolomar_sector"
"Pantora","P19","Sujimis","Sujimis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sujimis_sector"
"Paqwepor Major","P15","Paqwepori","Paqwepori sector","Sector-normalized title","https://starwars.fandom.com/wiki/Paqwepori_sector"
"Parada","L17","Hadar","Hadar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hadar_sector"
"Paramatan","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Parcelus Minor","O12","Parcelus","Parcelus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Parcelus_sector"
"Parkis","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Parshoone","J4","Perinn sector","Perinn sector","Exact title","https://starwars.fandom.com/wiki/Perinn_sector"
"Parthovian Cluster","T4","Parthovian Cluster Sector","Parthovian Cluster/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Parthovian_Cluster%2FLegends"
"Pasmin","S6","Cronese Mandate","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Cronese_Mandate"
"Patitite Pattuna","L7","Bright Jewel","Bright Jewel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bright_Jewel_sector"
"Paulking","U8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Peg Shar","R8","Halla","Halla sector","Sector-normalized title","https://starwars.fandom.com/wiki/Halla_sector"
"Pendari","K16","Vensensor","Vensensor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vensensor_sector"
"Peragus II","Q4","Xappyh","Xappyh sector","Sector-normalized title","https://starwars.fandom.com/wiki/Xappyh_sector"
"Pesmenben","Q11","Teraab","Teraab sector","Sector-normalized title","https://starwars.fandom.com/wiki/Teraab_sector"
"Petabys Station","J16","Halm","Halm sector","Sector-normalized title","https://starwars.fandom.com/wiki/Halm_sector"
"Phaeda","L6","Cademimu","Cademimu sector","Sector-normalized title","https://starwars.fandom.com/wiki/Cademimu_sector"
"Phaegon_III","N17","Grumani","Grumani sector","Sector-normalized title","https://starwars.fandom.com/wiki/Grumani_sector"
"Phaseera","P8","Lantillian","Lantillian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Lantillian_sector"
"Phateem","N8","Nouane sector","Nouane sector","Exact title","https://starwars.fandom.com/wiki/Nouane_sector"
"Phindar","P6","Demetras","Demetras sector","Sector-normalized title","https://starwars.fandom.com/wiki/Demetras_sector"
"Pho Ph'eah","P5","Kalamith","Kalamith sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kalamith_sector"
"Pieldi","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Pii","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Pinperu","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Pirin","O8","Locris","Locris sector","Sector-normalized title","https://starwars.fandom.com/wiki/Locris_sector"
"Piroket","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Pirralor","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Pizilis","P10","Terr'skiar","Terr'skiar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Terr'skiar_sector"
"Plesstil","L3","Veragi","Veragi sector","Sector-normalized title","https://starwars.fandom.com/wiki/Veragi_sector"
"Plooma","L3","Veragi","Veragi sector","Sector-normalized title","https://starwars.fandom.com/wiki/Veragi_sector"
"Poderis","M8","Orus","Orus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Orus_sector"
"Polis Massa","K20","Subterrel","Subterrel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Subterrel_sector"
"Pollillus","J10","Vannell sector","Vannell sector","Exact title","https://starwars.fandom.com/wiki/Vannell_sector"
"Polmanar","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Polus","M6","Oricho","Oricho sector","Sector-normalized title","https://starwars.fandom.com/wiki/Oricho_sector"
"Porchello","J17","Elbaran","Elbaran sector","Sector-normalized title","https://starwars.fandom.com/wiki/Elbaran_sector"
"Port Evokk","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Poseidenna","U7","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Povanaria","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Praadost","P4","Nembus","Nembus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nembus_sector"
"Praesitlyn","M19","Sluis","Sluis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sluis_sector"
"Prazhi","O12","Cyrillian Protectorate","Cyrillian Protectorate","Exact title","https://starwars.fandom.com/wiki/Cyrillian_Protectorate"
"Prefsbelt","K5","Prefsbelt","Prefsbelt sector","Sector-normalized title","https://starwars.fandom.com/wiki/Prefsbelt_sector"
"Presbalin","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Presteen","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Pria","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Prishella","T10","Kessel","Kessel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kessel_sector"
"Pusat Station","R8","Bortele","Bortele sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bortele_sector"
"Pygorix","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Q'mara","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Qat Chrystac","L16","Parnabe","Parnabe sector","Sector-normalized title","https://starwars.fandom.com/wiki/Parnabe_sector"
"Qiilura","L7","Bright Jewel","Bright Jewel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bright_Jewel_sector"
"Qina","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Quaensan Prime","J17","Gendius","Gendius sector","Sector-normalized title","https://starwars.fandom.com/wiki/Gendius_sector"
"Quas Killam","P10","Couronne","Couronne sector","Sector-normalized title","https://starwars.fandom.com/wiki/Couronne_sector"
"Quelii","O6","Quelii","Quelii sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quelii_sector"
"Quell","Q6","Nuiri","Nuiri sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nuiri_sector"
"Quellor","N12","Quellor sector","Quellor sector","Exact title","https://starwars.fandom.com/wiki/Quellor_sector"
"Quesaya","L15","Andirma","Andirma sector","Sector-normalized title","https://starwars.fandom.com/wiki/Andirma_sector"
"Questal","J12","Questal sector","Questal sector","Exact title","https://starwars.fandom.com/wiki/Questal_sector"
"Quintas","J19","Kriz","Kriz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kriz_sector"
"R-Duba","T15","Quiberon","Quiberon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quiberon_sector"
"Radnor","Q16","Daimar","Daimar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Daimar_sector"
"Rafa","T8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Ragna","Q16","Daimar","Daimar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Daimar_sector"
"Rago","I7","Rago","Rago sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rago_sector"
"Rainos CLuster","L15","Rocantor","Rocantor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rocantor_sector"
"Raithal","M9","Adari Sector","Adari sector/Legends","Exact title","https://starwars.fandom.com/wiki/Adari_sector%2FLegends"
"Rakhuuun","P9","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Ralltiir","L9","Darpa sector","Darpa sector","Exact title","https://starwars.fandom.com/wiki/Darpa_sector"
"Rampa Minor","U12","Baxel","Baxel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Baxel_sector"
"Randon","Q10","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Rannon","T17","Instrop","Instrop sector","Sector-normalized title","https://starwars.fandom.com/wiki/Instrop_sector"
"Ranroon","R5","Mortex","Mortex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mortex_sector"
"Rattatak","H16","Trilon","Trilon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Trilon_sector"
"Raxus","S5","Tion Hegemony","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion_Hegemony"
"Raxxa","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Raydonia","O6","Belsmuth","Belsmuth sector","Sector-normalized title","https://starwars.fandom.com/wiki/Belsmuth_sector"
"Rearqu Cluster","P8","Taldot","Taldot sector","Sector-normalized title","https://starwars.fandom.com/wiki/Taldot_sector"
"Refnar","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Reginard","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Rekkiad","","Chorlian","Chorlian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chorlian_sector"
"Renatasia","U8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Resti Kel","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Retep","Q16","Daimar","Daimar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Daimar_sector"
"Reuss","P18","Cor'ric","Cor'ric sector","Sector-normalized title","https://starwars.fandom.com/wiki/Cor'ric_sector"
"Revyia","L2","Veragi","Veragi sector","Sector-normalized title","https://starwars.fandom.com/wiki/Veragi_sector"
"Reytha","O12","Harron","Harron sector","Sector-normalized title","https://starwars.fandom.com/wiki/Harron_sector"
"Rhelg","R5","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Rhen Var","R6","Belderone","Belderone sector","Sector-normalized title","https://starwars.fandom.com/wiki/Belderone_sector"
"Rhinnal","L9","Darpa sector","Darpa sector","Exact title","https://starwars.fandom.com/wiki/Darpa_sector"
"Rhommamool","N13","Merthian","Merthian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Merthian_sector"
"Riflor","J16","Narrant","Narrant sector","Sector-normalized title","https://starwars.fandom.com/wiki/Narrant_sector"
"Rimcee Station","J3","Braxant","Braxant sector","Sector-normalized title","https://starwars.fandom.com/wiki/Braxant_sector"
"Rindao","L17","Hadar","Hadar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hadar_sector"
"Ring of Kafrene","J15","Thand","Thand sector","Sector-normalized title","https://starwars.fandom.com/wiki/Thand_sector"
"Ringneldia","T8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Ringo Vinda","R7","Eucer","Eucer sector","Sector-normalized title","https://starwars.fandom.com/wiki/Eucer_sector"
"Rinn","U12","Baxel","Baxel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Baxel_sector"
"Rishi","S15","Abrion","Abrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Abrion_sector"
"Rnda","T10","Kessel","Kessel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kessel_sector"
"Roche","Q8","Roche","Roche sector","Sector-normalized title","https://starwars.fandom.com/wiki/Roche_sector"
"Rodia","Q16","Savareen","Savareen sector","Sector-normalized title","https://starwars.fandom.com/wiki/Savareen_sector"
"Roldalna","N16","Vish","Vish sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vish_sector"
"Romin","Q8","Romintine","Romintine sector","Sector-normalized title","https://starwars.fandom.com/wiki/Romintine_sector"
"Roon","S15","Abrion","Abrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Abrion_sector"
"Roona","L15","Bes Ber Bikade","Bes Ber Bikade sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bes_Ber_Bikade_sector"
"Rorgam","P10","Terr'skiar","Terr'skiar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Terr'skiar_sector"
"Rothana","T15","Quiberon","Quiberon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quiberon_sector"
"Rrulinn","K17","Yushan","Yushan sector","Sector-normalized title","https://starwars.fandom.com/wiki/Yushan_sector"
"Rudrig","S6","Tion Hegemony","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion_Hegemony"
"Rugosa","O17","Sanbra","Sanbra sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sanbra_sector"
"Ruisto","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Rulaar","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Rutan","L20","Atravis","Atravis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Atravis_sector"
"Ruul","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Ruuria","Q3","Xappyh","Xappyh sector","Sector-normalized title","https://starwars.fandom.com/wiki/Xappyh_sector"
"Ruusan","P11","Teraab","Teraab sector","Sector-normalized title","https://starwars.fandom.com/wiki/Teraab_sector"
"Ryloth","R17","Gaulus","Gaulus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Gaulus_sector"
"Ryndellia","O17","Ryndellian","Ryndellian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ryndellian_sector"
"Ryvellia","O14","Treffani","Treffani sector","Sector-normalized title","https://starwars.fandom.com/wiki/Treffani_sector"
"Sacorria","M11","Corellian sector","Corellian sector","Exact title","https://starwars.fandom.com/wiki/Corellian_sector"
"Saijo","K20","Saijo","Saijo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Saijo_sector"
"Saila Na","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Salin","N5","Sprizen","Sprizen sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sprizen_sector"
"Salvara","Q8","Tennuutta","Tennuutta sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tennuutta_sector"
"Sanbra","O17","Sanbra","Sanbra sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sanbra_sector"
"Sanctuary","U7","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Sanrafsix","N17","Grumani","Grumani sector","Sector-normalized title","https://starwars.fandom.com/wiki/Grumani_sector"
"Sanyassa","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Sanza","P14","Sloo","Sloo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sloo_sector"
"Sarapin","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Sarka","Q8","Sarka","Sarka sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sarka_sector"
"Sarko","O12","Venzeiia","Venzeiia sector","Sector-normalized title","https://starwars.fandom.com/wiki/Venzeiia_sector"
"Sarrish","K16","Vensensor","Vensensor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vensensor_sector"
"Savareen","Q16","Savareen","Savareen sector","Sector-normalized title","https://starwars.fandom.com/wiki/Savareen_sector"
"Scarif","S15","Abrion","Abrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Abrion_sector"
"Scillal","T8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Scipio","K5","Albarrio sector","Albarrio sector/Legends","Exact title","https://starwars.fandom.com/wiki/Albarrio_sector%2FLegends"
"Sedesia","O16","Druess","Druess sector","Sector-normalized title","https://starwars.fandom.com/wiki/Druess_sector"
"Seelos","Q4","Kwymar","Kwymar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kwymar_sector"
"Seline","M3","Dalonbian","Dalonbian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dalonbian_sector"
"Selitan","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Selsor","O14","Zarracina","Zarracina sector","Sector-normalized title","https://starwars.fandom.com/wiki/Zarracina_sector"
"Seltos","N16","Vish","Vish sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vish_sector"
"Sembla","S5","Sertar","Sertar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sertar_sector"
"Senex","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Sepan","P13","Sepan","Sepan sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sepan_sector"
"Serat","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Serenno","P5","D'Astan","D'Astan sector","Sector-normalized title","https://starwars.fandom.com/wiki/D'Astan_sector"
"Sermeria","O8","Locris","Locris sector","Sector-normalized title","https://starwars.fandom.com/wiki/Locris_sector"
"Sernpidal","L3","Dalonbian","Dalonbian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dalonbian_sector"
"Sestria","M13","Testarr sector","Testarr sector","Exact title","https://starwars.fandom.com/wiki/Testarr_sector"
"Sev Tok","Q11","Kurost","Kurost sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kurost_sector"
"Shadda-Bi Boran","O18","Toblain","Toblain sector","Sector-normalized title","https://starwars.fandom.com/wiki/Toblain_sector"
"Shaum Hii","N5","Tragan Cluster","Tragan Cluster","Exact title","https://starwars.fandom.com/wiki/Tragan_Cluster"
"Shaylin","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Shiffrin","T15","Tammuz","Tammuz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tammuz_sector"
"Shili","L8","Ehosiq","Ehosiq sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ehosiq_sector"
"Shimia","R17","Dalchon","Dalchon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dalchon_sector"
"Shinbone","T17","Instrop","Instrop sector","Sector-normalized title","https://starwars.fandom.com/wiki/Instrop_sector"
"Shola","U14","Tammuz","Tammuz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tammuz_sector"
"Shoon","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Shulstine","M9","Adari Sector","Adari sector/Legends","Exact title","https://starwars.fandom.com/wiki/Adari_sector%2FLegends"
"Shumavar","L19","Atravis","Atravis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Atravis_sector"
"Shusugaunt","L4","Raioballo","Raioballo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Raioballo_sector"
"Sika","O15","Brevost","Brevost sector","Sector-normalized title","https://starwars.fandom.com/wiki/Brevost_sector"
"Sil'Lume","K19","Kriz","Kriz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kriz_sector"
"Simoom","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Simpla","P5","Kalamith","Kalamith sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kalamith_sector"
"Sinsang","L4","Raioballo","Raioballo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Raioballo_sector"
"Sinton","I7","Rago","Rago sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rago_sector"
"Sirpar","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Skartis","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Skeebo","U8","Shadola","Shadola sector","Sector-normalized title","https://starwars.fandom.com/wiki/Shadola_sector"
"Skor","M20","Airam","Airam sector","Sector-normalized title","https://starwars.fandom.com/wiki/Airam_sector"
"Skustell Cluster","N19","Tarabba","Tarabba sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tarabba_sector"
"Skye","H19","Varada","Varada sector","Sector-normalized title","https://starwars.fandom.com/wiki/Varada_sector"
"Sluis Van","M19","Sluis","Sluis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sluis_sector"
"Smuggler's Run","S18","Gaulus","Gaulus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Gaulus_sector"
"Sochi","M9","Adari Sector","Adari sector/Legends","Exact title","https://starwars.fandom.com/wiki/Adari_sector%2FLegends"
"Solibus","K15","Chitarghar","Chitarghar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chitarghar_sector"
"Somov Rit","R15","Onatos","Onatos sector","Sector-normalized title","https://starwars.fandom.com/wiki/Onatos_sector"
"Sorrus","O5","Kalamith","Kalamith sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kalamith_sector"
"Soullex","P3","Corva","Corva sector","Sector-normalized title","https://starwars.fandom.com/wiki/Corva_sector"
"Spice Terminus","P18","Parmic","Parmic sector","Sector-normalized title","https://starwars.fandom.com/wiki/Parmic_sector"
"Spintir","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Spira","L10","Lytton sector","Lytton sector","Exact title","https://starwars.fandom.com/wiki/Lytton_sector"
"StarForge Nebula","M17","Ado","Ado sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ado_sector"
"Starswarm Cluster","L10","Koros sector","Koros sector","Exact title","https://starwars.fandom.com/wiki/Koros_sector"
"Stenos","R5","Spadja","Spadja sector","Sector-normalized title","https://starwars.fandom.com/wiki/Spadja_sector"
"Stobar","M15","Boeus","Boeus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Boeus_sector"
"Stygeon Prime","Q7","Nuiri","Nuiri sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nuiri_sector"
"Suarbi","O19","Quence","Quence sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quence_sector"
"Subterrel","L20","Subterrel","Subterrel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Subterrel_sector"
"Suliana","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Sullust","M17","Brema","Brema sector","Sector-normalized title","https://starwars.fandom.com/wiki/Brema_sector"
"Surron","O13","Surron","Surron sector","Sector-normalized title","https://starwars.fandom.com/wiki/Surron_sector"
"Svivren","O19","Svivreni","Svivreni sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Svivreni_sector%2FLegends"
"Svolten","R4","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
